Link do vídeo no YouTube,Início do corte [00:00:00],Fim do corte [00:00:00],Podcast,Título,Descrição,Tags
https://www.youtube.com/watch?v=socoMYnUqyw,02:19:27,03:30:58,,A polêmica BIP-119,O que é a BIP-119 e quais os seus impactos para o Bitcoin,bip119 bip-119 bitcoin polemica hard-fork soft-fork smart-contracts covenants
